condition_id,generation,item_id,truth_margin,truth_binary,best_answer_bonus
p1_homogeneous_accumulation,0,0,0.0864289277274668,1.0,0.0
p1_homogeneous_accumulation,0,1,0.050230214500572634,1.0,0.0
p1_homogeneous_accumulation,0,10,-0.05174952791771559,0.0,0.0
p1_homogeneous_accumulation,0,11,-0.005194248944902391,0.0,0.0
p1_homogeneous_accumulation,0,2,0.09095416238814535,1.0,0.0
p1_homogeneous_accumulation,0,3,0.021742139516835568,1.0,1.0
p1_homogeneous_accumulation,0,4,0.05332311256435285,1.0,0.0
p1_homogeneous_accumulation,0,5,0.05281188161807193,1.0,0.0
p1_homogeneous_accumulation,0,6,0.042741510838868124,1.0,0.0
p1_homogeneous_accumulation,0,7,-0.0014614699837642853,0.0,0.0
p1_homogeneous_accumulation,0,8,-0.037765422051481035,0.0,0.0
p1_homogeneous_accumulation,0,9,0.04262763691049409,1.0,0.0
p1_homogeneous_accumulation,1,0,0.03148135320125982,1.0,0.0
p1_homogeneous_accumulation,1,1,0.013801871001520746,1.0,0.0
p1_homogeneous_accumulation,1,10,-0.05775733875561442,0.0,0.0
p1_homogeneous_accumulation,1,11,0.02342374721333737,1.0,0.0
p1_homogeneous_accumulation,1,2,0.0480068676464708,1.0,0.0
p1_homogeneous_accumulation,1,3,-0.007548721411666175,0.0,0.0
p1_homogeneous_accumulation,1,4,-0.04705674893984045,0.0,0.0
p1_homogeneous_accumulation,1,5,0.01732622603111192,1.0,0.0
p1_homogeneous_accumulation,1,6,-0.07465612465529842,0.0,0.0
p1_homogeneous_accumulation,1,7,-0.021172513992383846,0.0,0.0
p1_homogeneous_accumulation,1,8,-0.031446839510960264,0.0,0.0
p1_homogeneous_accumulation,1,9,0.016789220092357417,1.0,0.0
p1_homogeneous_accumulation,2,0,0.0024411734605727653,1.0,0.0
p1_homogeneous_accumulation,2,1,0.029108071420847093,1.0,0.0
p1_homogeneous_accumulation,2,10,-0.01184641403094805,0.0,0.0
p1_homogeneous_accumulation,2,11,0.011739448161784585,1.0,0.0
p1_homogeneous_accumulation,2,2,0.022424958064851203,1.0,0.0
p1_homogeneous_accumulation,2,3,0.029015786731670767,1.0,0.0
p1_homogeneous_accumulation,2,4,0.03317131569184382,1.0,0.0
p1_homogeneous_accumulation,2,5,0.02152610018653439,1.0,0.0
p1_homogeneous_accumulation,2,6,0.022434785563017076,1.0,0.0
p1_homogeneous_accumulation,2,7,0.03982474284840426,1.0,0.0
p1_homogeneous_accumulation,2,8,-0.028403390471810293,0.0,0.0
p1_homogeneous_accumulation,2,9,-0.04375633014926528,0.0,0.0
p1_homogeneous_accumulation,3,0,0.005035590319657168,1.0,0.0
p1_homogeneous_accumulation,3,1,0.025063885616955814,1.0,0.0
p1_homogeneous_accumulation,3,10,-0.0028492757877679187,0.0,0.0
p1_homogeneous_accumulation,3,11,0.05096550496938941,1.0,0.0
p1_homogeneous_accumulation,3,2,0.006953486712790169,1.0,0.0
p1_homogeneous_accumulation,3,3,0.03541854562984115,1.0,0.0
p1_homogeneous_accumulation,3,4,-0.007515307851951453,0.0,0.0
p1_homogeneous_accumulation,3,5,0.004405390829580254,1.0,0.0
p1_homogeneous_accumulation,3,6,0.04174025537557091,1.0,0.0
p1_homogeneous_accumulation,3,7,-0.02628021441674161,0.0,0.0
p1_homogeneous_accumulation,3,8,0.0059148258578289314,1.0,0.0
p1_homogeneous_accumulation,3,9,0.017971203512556114,1.0,0.0
p1_homogeneous_replacement,0,0,0.07606782409636692,1.0,0.0
p1_homogeneous_replacement,0,1,0.04666461445898995,1.0,0.0
p1_homogeneous_replacement,0,10,-0.03184244348828669,0.0,0.0
p1_homogeneous_replacement,0,11,0.06523583637834696,1.0,0.0
p1_homogeneous_replacement,0,2,0.10106624562875977,1.0,0.0
p1_homogeneous_replacement,0,3,0.010305941679881414,1.0,0.0
p1_homogeneous_replacement,0,4,0.06358187533491977,1.0,0.0
p1_homogeneous_replacement,0,5,0.05670182255599743,1.0,0.0
p1_homogeneous_replacement,0,6,0.057177617964684346,1.0,0.0
p1_homogeneous_replacement,0,7,0.002378280492754681,1.0,0.0
p1_homogeneous_replacement,0,8,-0.03186033597839755,0.0,0.0
p1_homogeneous_replacement,0,9,0.08593400754277591,1.0,0.0
p1_homogeneous_replacement,1,0,0.023113166962075063,1.0,0.0
p1_homogeneous_replacement,1,1,0.018373675225994583,1.0,0.0
p1_homogeneous_replacement,1,10,-0.053784628993116014,0.0,0.0
p1_homogeneous_replacement,1,11,-0.0045097747768236135,0.0,0.0
p1_homogeneous_replacement,1,2,0.04972934739514981,1.0,0.0
p1_homogeneous_replacement,1,3,0.002782181787990178,1.0,0.0
p1_homogeneous_replacement,1,4,-0.012144683367731154,0.0,0.0
p1_homogeneous_replacement,1,5,0.01713126666946918,1.0,0.0
p1_homogeneous_replacement,1,6,-0.07343526983368431,0.0,0.0
p1_homogeneous_replacement,1,7,-0.017290863814223845,0.0,0.0
p1_homogeneous_replacement,1,8,-0.02379351542207503,0.0,0.0
p1_homogeneous_replacement,1,9,0.015454234657532769,1.0,0.0
p1_homogeneous_replacement,2,0,0.004685824891129092,1.0,0.0
p1_homogeneous_replacement,2,1,0.03795707107749018,1.0,0.0
p1_homogeneous_replacement,2,10,-0.013973151680072751,0.0,0.0
p1_homogeneous_replacement,2,11,0.012965068457857443,1.0,0.0
p1_homogeneous_replacement,2,2,0.021245901804419348,1.0,0.0
p1_homogeneous_replacement,2,3,0.029250494518669706,1.0,0.0
p1_homogeneous_replacement,2,4,0.013336367643777783,1.0,0.0
p1_homogeneous_replacement,2,5,0.02244723175709311,1.0,0.0
p1_homogeneous_replacement,2,6,0.007803132578132442,1.0,0.0
p1_homogeneous_replacement,2,7,0.03528095491085591,1.0,0.0
p1_homogeneous_replacement,2,8,-0.025794324389711236,0.0,0.0
p1_homogeneous_replacement,2,9,-0.04963332212871749,0.0,0.0
p1_homogeneous_replacement,3,0,0.011884898017025636,1.0,0.0
p1_homogeneous_replacement,3,1,0.011232094027601848,1.0,0.0
p1_homogeneous_replacement,3,10,-0.005867525789875996,0.0,0.0
p1_homogeneous_replacement,3,11,0.040211933492136614,1.0,0.0
p1_homogeneous_replacement,3,2,0.017070748399272695,1.0,0.0
p1_homogeneous_replacement,3,3,0.03000177883242014,1.0,0.0
p1_homogeneous_replacement,3,4,-0.0034909943872607485,0.0,0.0
p1_homogeneous_replacement,3,5,-0.02151867856191797,0.0,0.0
p1_homogeneous_replacement,3,6,0.041620450028325984,1.0,0.0
p1_homogeneous_replacement,3,7,-0.02857668707128798,0.0,0.0
p1_homogeneous_replacement,3,8,0.010376034630326783,1.0,0.0
p1_homogeneous_replacement,3,9,0.019085378530690505,1.0,0.0
p2_homogeneous_replacement,0,0,0.08374385885744107,1.0,0.0
p2_homogeneous_replacement,0,1,0.028667978420882867,1.0,0.0
p2_homogeneous_replacement,0,10,-0.021382019389056484,0.0,0.0
p2_homogeneous_replacement,0,11,0.0020552707145122806,1.0,0.0
p2_homogeneous_replacement,0,2,0.1137906635621243,1.0,0.0
p2_homogeneous_replacement,0,3,0.024418722776753832,1.0,0.0
p2_homogeneous_replacement,0,4,0.08289476546225427,1.0,0.0
p2_homogeneous_replacement,0,5,0.03454749978594074,1.0,0.0
p2_homogeneous_replacement,0,6,0.051212059247114916,1.0,0.0
p2_homogeneous_replacement,0,7,0.010673658735015135,1.0,0.0
p2_homogeneous_replacement,0,8,0.04486213467041078,1.0,0.0
p2_homogeneous_replacement,0,9,0.04734142920103579,1.0,0.0
p2_homogeneous_replacement,1,0,0.03512273118634317,1.0,0.0
p2_homogeneous_replacement,1,1,0.013449537466792363,1.0,0.0
p2_homogeneous_replacement,1,10,-0.05553818171228314,0.0,0.0
p2_homogeneous_replacement,1,11,-0.004043767513478888,0.0,0.0
p2_homogeneous_replacement,1,2,0.046780496750489675,1.0,0.0
p2_homogeneous_replacement,1,3,0.0006660318197399522,1.0,0.0
p2_homogeneous_replacement,1,4,-0.04050161796315564,0.0,0.0
p2_homogeneous_replacement,1,5,0.013513759144785933,1.0,0.0
p2_homogeneous_replacement,1,6,-0.0716380365415458,0.0,0.0
p2_homogeneous_replacement,1,7,-0.026022872252423557,0.0,0.0
p2_homogeneous_replacement,1,8,-0.013590170112060762,0.0,0.0
p2_homogeneous_replacement,1,9,0.014345453834362906,1.0,0.0
p2_homogeneous_replacement,2,0,0.0021377701479554923,1.0,0.0
p2_homogeneous_replacement,2,1,0.03654778678461042,1.0,0.0
p2_homogeneous_replacement,2,10,-0.01592940898500403,0.0,0.0
p2_homogeneous_replacement,2,11,-0.005564117422454384,0.0,0.0
p2_homogeneous_replacement,2,2,0.021550260109905454,1.0,0.0
p2_homogeneous_replacement,2,3,0.019187296170043916,1.0,0.0
p2_homogeneous_replacement,2,4,0.020002785713959692,1.0,0.0
p2_homogeneous_replacement,2,5,0.021151505154261813,1.0,0.0
p2_homogeneous_replacement,2,6,0.04113270168635588,1.0,0.0
p2_homogeneous_replacement,2,7,0.0369274730695587,1.0,0.0
p2_homogeneous_replacement,2,8,-0.022168619522464947,0.0,0.0
p2_homogeneous_replacement,2,9,-0.03691595608384571,0.0,0.0
p2_homogeneous_replacement,3,0,-0.002940126693766032,0.0,0.0
p2_homogeneous_replacement,3,1,0.02667826271448979,1.0,0.0
p2_homogeneous_replacement,3,10,-0.008295092468233387,0.0,0.0
p2_homogeneous_replacement,3,11,0.04063057081930524,1.0,0.0
p2_homogeneous_replacement,3,2,0.010262578692386448,1.0,0.0
p2_homogeneous_replacement,3,3,0.03000177883242014,1.0,0.0
p2_homogeneous_replacement,3,4,0.016731801788837097,1.0,0.0
p2_homogeneous_replacement,3,5,0.0034689170875336073,1.0,0.0
p2_homogeneous_replacement,3,6,0.04324685235806949,1.0,0.0
p2_homogeneous_replacement,3,7,-0.018501269141999788,0.0,0.0
p2_homogeneous_replacement,3,8,0.0116996103712904,1.0,0.0
p2_homogeneous_replacement,3,9,0.026273063446255587,1.0,0.0
p4_homogeneous_replacement,0,0,0.08711042301967764,1.0,0.0
p4_homogeneous_replacement,0,1,0.035135063466324334,1.0,0.0
p4_homogeneous_replacement,0,10,-0.02206800105006934,0.0,0.0
p4_homogeneous_replacement,0,11,0.046243161066787386,1.0,0.0
p4_homogeneous_replacement,0,2,0.11040868117748948,1.0,0.0
p4_homogeneous_replacement,0,3,0.015672125732043796,1.0,0.0
p4_homogeneous_replacement,0,4,0.0825341976096835,1.0,0.0
p4_homogeneous_replacement,0,5,0.05259952077288532,1.0,0.0
p4_homogeneous_replacement,0,6,0.06427020896800761,1.0,0.0
p4_homogeneous_replacement,0,7,-0.010316786513230314,0.0,0.0
p4_homogeneous_replacement,0,8,-0.109386525452558,0.0,0.0
p4_homogeneous_replacement,0,9,0.050393297501980516,1.0,0.0
p4_homogeneous_replacement,1,0,0.03359420382363876,1.0,0.0
p4_homogeneous_replacement,1,1,0.02051942165823951,1.0,0.0
p4_homogeneous_replacement,1,10,-0.04644494672437795,0.0,0.0
p4_homogeneous_replacement,1,11,-0.00043391613086896097,0.0,0.0
p4_homogeneous_replacement,1,2,0.04241758864316206,1.0,0.0
p4_homogeneous_replacement,1,3,0.002687137748216325,1.0,0.0
p4_homogeneous_replacement,1,4,-0.025848016809738583,0.0,0.0
p4_homogeneous_replacement,1,5,0.018789230517799543,1.0,0.0
p4_homogeneous_replacement,1,6,-0.07687940540939461,0.0,0.0
p4_homogeneous_replacement,1,7,-0.030280190468357962,0.0,0.0
p4_homogeneous_replacement,1,8,-0.010116727593415198,0.0,0.0
p4_homogeneous_replacement,1,9,0.016964320932041987,1.0,0.0
p4_homogeneous_replacement,2,0,0.017157440431268794,1.0,0.0
p4_homogeneous_replacement,2,1,0.039520697762956664,1.0,0.0
p4_homogeneous_replacement,2,10,-0.011054359989467327,0.0,0.0
p4_homogeneous_replacement,2,11,0.003682755947436306,1.0,0.0
p4_homogeneous_replacement,2,2,0.023284236945457726,1.0,0.0
p4_homogeneous_replacement,2,3,0.02548029546891617,1.0,0.0
p4_homogeneous_replacement,2,4,0.007947859743725444,1.0,0.0
p4_homogeneous_replacement,2,5,0.01775713944182533,1.0,0.0
p4_homogeneous_replacement,2,6,0.03456461101822786,1.0,0.0
p4_homogeneous_replacement,2,7,0.03954136526002583,1.0,0.0
p4_homogeneous_replacement,2,8,-0.02618894814036056,0.0,0.0
p4_homogeneous_replacement,2,9,-0.03336275564406088,0.0,0.0
p4_homogeneous_replacement,3,0,-0.006080604047526694,0.0,0.0
p4_homogeneous_replacement,3,1,0.023630666209224813,1.0,0.0
p4_homogeneous_replacement,3,10,0.0011268994370483842,1.0,0.0
p4_homogeneous_replacement,3,11,0.05140862548057386,1.0,0.0
p4_homogeneous_replacement,3,2,0.005375269104516522,1.0,0.0
p4_homogeneous_replacement,3,3,0.036444309214823806,1.0,0.0
p4_homogeneous_replacement,3,4,0.019654945694003736,1.0,0.0
p4_homogeneous_replacement,3,5,0.010022968741975155,1.0,0.0
p4_homogeneous_replacement,3,6,0.043811391740806116,1.0,0.0
p4_homogeneous_replacement,3,7,-0.02672423532502123,0.0,0.0
p4_homogeneous_replacement,3,8,0.017914253047831077,1.0,0.0
p4_homogeneous_replacement,3,9,0.01849195450563751,1.0,0.0
p4_role_diverse_accumulation,0,0,0.08159948358787572,1.0,0.0
p4_role_diverse_accumulation,0,1,0.04970266840003834,1.0,0.0
p4_role_diverse_accumulation,0,10,-0.05213293545547659,0.0,0.0
p4_role_diverse_accumulation,0,11,0.04732015638691589,1.0,0.0
p4_role_diverse_accumulation,0,2,0.09163761893977851,1.0,0.0
p4_role_diverse_accumulation,0,3,0.005724324054886321,1.0,0.0
p4_role_diverse_accumulation,0,4,0.052960443421307346,1.0,0.0
p4_role_diverse_accumulation,0,5,0.028192041385382893,1.0,0.0
p4_role_diverse_accumulation,0,6,0.07759825410736243,1.0,0.0
p4_role_diverse_accumulation,0,7,0.0076931488614602195,1.0,0.0
p4_role_diverse_accumulation,0,8,0.032815105825976465,1.0,0.0
p4_role_diverse_accumulation,0,9,0.08813448780259092,1.0,0.0
p4_role_diverse_accumulation,1,0,0.0283445206347665,1.0,0.0
p4_role_diverse_accumulation,1,1,0.014781041647920523,1.0,0.0
p4_role_diverse_accumulation,1,10,-0.06207169316002336,0.0,0.0
p4_role_diverse_accumulation,1,11,0.012705523477495706,1.0,0.0
p4_role_diverse_accumulation,1,2,0.04844193420927523,1.0,0.0
p4_role_diverse_accumulation,1,3,-0.001726204182143672,0.0,0.0
p4_role_diverse_accumulation,1,4,-0.029151573072125472,0.0,0.0
p4_role_diverse_accumulation,1,5,0.007287939579930264,1.0,0.0
p4_role_diverse_accumulation,1,6,-0.08484842942318291,0.0,0.0
p4_role_diverse_accumulation,1,7,-0.012052291040723764,0.0,0.0
p4_role_diverse_accumulation,1,8,-0.024233304553315897,0.0,0.0
p4_role_diverse_accumulation,1,9,0.014007810933355673,1.0,0.0
p4_role_diverse_accumulation,2,0,0.01927468362101803,1.0,0.0
p4_role_diverse_accumulation,2,1,0.04033546088750199,1.0,0.0
p4_role_diverse_accumulation,2,10,-0.013329510654438742,0.0,0.0
p4_role_diverse_accumulation,2,11,-0.0036953657700709713,0.0,0.0
p4_role_diverse_accumulation,2,2,0.012647722760598935,1.0,0.0
p4_role_diverse_accumulation,2,3,0.025654180110063596,1.0,0.0
p4_role_diverse_accumulation,2,4,0.010902768658911433,1.0,0.0
p4_role_diverse_accumulation,2,5,0.02138660465840203,1.0,0.0
p4_role_diverse_accumulation,2,6,0.03214650235197007,1.0,0.0
p4_role_diverse_accumulation,2,7,0.03535977519752616,1.0,0.0
p4_role_diverse_accumulation,2,8,-0.02763505398985358,0.0,0.0
p4_role_diverse_accumulation,2,9,-0.0428567386415486,0.0,0.0
p4_role_diverse_accumulation,3,0,0.003833513128606525,1.0,0.0
p4_role_diverse_accumulation,3,1,0.02647270964649513,1.0,0.0
p4_role_diverse_accumulation,3,10,-0.013788653498883988,0.0,0.0
p4_role_diverse_accumulation,3,11,0.05363962097918544,1.0,0.0
p4_role_diverse_accumulation,3,2,0.013275546644852254,1.0,0.0
p4_role_diverse_accumulation,3,3,0.03545481414859172,1.0,0.0
p4_role_diverse_accumulation,3,4,-0.004632559338241082,0.0,0.0
p4_role_diverse_accumulation,3,5,-0.019865870489396656,0.0,0.0
p4_role_diverse_accumulation,3,6,0.04549784219428313,1.0,0.0
p4_role_diverse_accumulation,3,7,-0.02563073443274709,0.0,0.0
p4_role_diverse_accumulation,3,8,0.01146089916866952,1.0,0.0
p4_role_diverse_accumulation,3,9,0.02093613788006058,1.0,0.0
p4_role_diverse_replacement,0,0,0.0824672313436211,1.0,0.0
p4_role_diverse_replacement,0,1,0.04388974337916807,1.0,0.0
p4_role_diverse_replacement,0,10,-0.055273381016510914,0.0,0.0
p4_role_diverse_replacement,0,11,0.08947593685034005,1.0,0.0
p4_role_diverse_replacement,0,2,0.028470669924095082,1.0,0.0
p4_role_diverse_replacement,0,3,0.04474622608321577,1.0,0.0
p4_role_diverse_replacement,0,4,0.06788932630945665,1.0,0.0
p4_role_diverse_replacement,0,5,0.056380445039184046,1.0,0.0
p4_role_diverse_replacement,0,6,0.040237643344492646,1.0,0.0
p4_role_diverse_replacement,0,7,-0.024541685990084328,0.0,0.0
p4_role_diverse_replacement,0,8,0.01904256961835693,1.0,0.0
p4_role_diverse_replacement,0,9,0.0702143206030783,1.0,0.0
p4_role_diverse_replacement,1,0,0.0349054394798982,1.0,0.0
p4_role_diverse_replacement,1,1,0.007213687196447964,1.0,0.0
p4_role_diverse_replacement,1,10,-0.05276569701537813,0.0,0.0
p4_role_diverse_replacement,1,11,-0.0010702254442107734,0.0,0.0
p4_role_diverse_replacement,1,2,0.051226260789123346,1.0,0.0
p4_role_diverse_replacement,1,3,-0.004720578023472194,0.0,0.0
p4_role_diverse_replacement,1,4,-0.03595609046448743,0.0,0.0
p4_role_diverse_replacement,1,5,0.01862917544185025,1.0,0.0
p4_role_diverse_replacement,1,6,-0.08280644796332282,0.0,0.0
p4_role_diverse_replacement,1,7,-0.027654763504825652,0.0,0.0
p4_role_diverse_replacement,1,8,-0.026777356476133017,0.0,0.0
p4_role_diverse_replacement,1,9,0.014007810933355673,1.0,0.0
p4_role_diverse_replacement,2,0,0.02405214000083833,1.0,0.0
p4_role_diverse_replacement,2,1,0.04149209414892784,1.0,0.0
p4_role_diverse_replacement,2,10,-0.014830496223053838,0.0,0.0
p4_role_diverse_replacement,2,11,0.010018350866159126,1.0,0.0
p4_role_diverse_replacement,2,2,0.016284045039390266,1.0,0.0
p4_role_diverse_replacement,2,3,0.028588443262568985,1.0,0.0
p4_role_diverse_replacement,2,4,0.012845201243077725,1.0,0.0
p4_role_diverse_replacement,2,5,0.024222098921112295,1.0,0.0
p4_role_diverse_replacement,2,6,0.02262835414522632,1.0,0.0
p4_role_diverse_replacement,2,7,0.03448801344620793,1.0,0.0
p4_role_diverse_replacement,2,8,-0.021925216785538167,0.0,0.0
p4_role_diverse_replacement,2,9,-0.050053202462395696,0.0,0.0
p4_role_diverse_replacement,3,0,-0.0018226061889721201,0.0,0.0
p4_role_diverse_replacement,3,1,0.01848984484965083,1.0,0.0
p4_role_diverse_replacement,3,10,0.0005423593460649606,1.0,0.0
p4_role_diverse_replacement,3,11,0.05373254020848238,1.0,0.0
p4_role_diverse_replacement,3,2,0.015232500841000474,1.0,0.0
p4_role_diverse_replacement,3,3,0.032214054064242784,1.0,0.0
p4_role_diverse_replacement,3,4,-0.013381869629097695,0.0,0.0
p4_role_diverse_replacement,3,5,-0.013612725512410821,0.0,0.0
p4_role_diverse_replacement,3,6,0.05290817768821218,1.0,0.0
p4_role_diverse_replacement,3,7,-0.027969703628022632,0.0,0.0
p4_role_diverse_replacement,3,8,0.01309461530411396,1.0,0.0
p4_role_diverse_replacement,3,9,0.02972098679471094,1.0,0.0
